epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,365.325,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000789494,0.000789494,0.000789494
40,374.607,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000781033,0.000781033,0.000781033
41,383.957,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000772572,0.000772572,0.000772572
42,393.295,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000764112,0.000764112,0.000764112
43,402.627,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000755651,0.000755651,0.000755651
44,411.957,nan,nan,nan,0,0,0,0,nan,nan,nan,0.00074719,0.00074719,0.00074719
45,421.24,nan,nan,nan,0,0,0,0,nan,nan,nan,0.00073873,0.00073873,0.00073873
46,430.515,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000730269,0.000730269,0.000730269
47,439.914,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000721808,0.000721808,0.000721808
48,449.224,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000713347,0.000713347,0.000713347
49,458.515,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000704887,0.000704887,0.000704887
50,467.816,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000696426,0.000696426,0.000696426
51,477.096,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000687965,0.000687965,0.000687965
52,486.404,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000679505,0.000679505,0.000679505
53,495.726,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000671044,0.000671044,0.000671044
54,505.032,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000662583,0.000662583,0.000662583
55,514.244,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000654123,0.000654123,0.000654123
56,523.536,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000645662,0.000645662,0.000645662
57,532.802,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000637201,0.000637201,0.000637201
58,542.139,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000628741,0.000628741,0.000628741
59,551.415,nan,nan,nan,0,0,0,0,nan,nan,nan,0.00062028,0.00062028,0.00062028
60,560.71,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000611819,0.000611819,0.000611819
61,569.962,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000603358,0.000603358,0.000603358
62,579.251,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000594898,0.000594898,0.000594898
63,588.522,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000586437,0.000586437,0.000586437
64,597.781,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000577976,0.000577976,0.000577976
65,607.099,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000569516,0.000569516,0.000569516
66,616.446,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000561055,0.000561055,0.000561055
67,625.749,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000552594,0.000552594,0.000552594
68,635.051,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000544134,0.000544134,0.000544134
69,644.467,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000535673,0.000535673,0.000535673
70,653.811,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000527212,0.000527212,0.000527212
71,663.147,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000518752,0.000518752,0.000518752
72,672.468,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000510291,0.000510291,0.000510291
73,681.835,nan,nan,nan,0,0,0,0,nan,nan,nan,0.00050183,0.00050183,0.00050183
74,691.183,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000493369,0.000493369,0.000493369
75,700.538,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000484909,0.000484909,0.000484909
76,709.869,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000476448,0.000476448,0.000476448
77,719.273,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000467987,0.000467987,0.000467987
78,728.593,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000459527,0.000459527,0.000459527
79,737.944,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000451066,0.000451066,0.000451066
80,747.335,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000442605,0.000442605,0.000442605
81,756.708,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000434145,0.000434145,0.000434145
82,766.097,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000425684,0.000425684,0.000425684
83,775.388,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000417223,0.000417223,0.000417223
84,784.704,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000408763,0.000408763,0.000408763
85,794.005,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000400302,0.000400302,0.000400302
86,803.381,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000391841,0.000391841,0.000391841
87,812.786,nan,nan,nan,0,0,0,0,nan,nan,nan,0.00038338,0.00038338,0.00038338
88,822.059,nan,nan,nan,0,0,0,0,nan,nan,nan,0.00037492,0.00037492,0.00037492
89,831.444,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000366459,0.000366459,0.000366459
90,840.842,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000357998,0.000357998,0.000357998
91,850.414,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000349538,0.000349538,0.000349538
92,859.739,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000341077,0.000341077,0.000341077
93,869.063,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000332616,0.000332616,0.000332616
94,878.416,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000324156,0.000324156,0.000324156
95,887.759,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000315695,0.000315695,0.000315695
96,897.198,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000307234,0.000307234,0.000307234
97,906.624,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000298774,0.000298774,0.000298774
98,915.941,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000290313,0.000290313,0.000290313
99,925.296,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000281852,0.000281852,0.000281852
100,934.614,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000273391,0.000273391,0.000273391
101,943.9,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000264931,0.000264931,0.000264931
102,953.267,nan,nan,nan,0,0,0,0,nan,nan,nan,0.00025647,0.00025647,0.00025647
103,962.585,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000248009,0.000248009,0.000248009
104,971.999,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000239549,0.000239549,0.000239549
105,981.363,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000231088,0.000231088,0.000231088
106,990.759,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000222627,0.000222627,0.000222627
107,1000.13,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000214167,0.000214167,0.000214167
108,1009.58,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000205706,0.000205706,0.000205706
109,1018.95,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000197245,0.000197245,0.000197245
110,1028.32,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000188785,0.000188785,0.000188785
111,1037.61,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000180324,0.000180324,0.000180324
112,1047,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000171863,0.000171863,0.000171863
113,1056.38,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000163402,0.000163402,0.000163402
114,1065.81,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000154942,0.000154942,0.000154942
115,1075.16,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000146481,0.000146481,0.000146481
116,1084.49,nan,nan,nan,0,0,0,0,nan,nan,nan,0.00013802,0.00013802,0.00013802
117,1093.83,nan,nan,nan,0,0,0,0,nan,nan,nan,0.00012956,0.00012956,0.00012956
118,1103.27,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000121099,0.000121099,0.000121099
119,1112.65,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000112638,0.000112638,0.000112638
120,1122.02,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000104178,0.000104178,0.000104178
121,1138.73,nan,nan,nan,0,0,0,0,nan,nan,nan,9.57169e-05,9.57169e-05,9.57169e-05
122,1148,nan,nan,nan,0,0,0,0,nan,nan,nan,8.72562e-05,8.72562e-05,8.72562e-05
123,1157.34,nan,nan,nan,0,0,0,0,nan,nan,nan,7.87955e-05,7.87955e-05,7.87955e-05
124,1166.69,nan,nan,nan,0,0,0,0,nan,nan,nan,7.03348e-05,7.03348e-05,7.03348e-05
125,1176,nan,nan,nan,0,0,0,0,nan,nan,nan,6.18742e-05,6.18742e-05,6.18742e-05
126,1185.32,nan,nan,nan,0,0,0,0,nan,nan,nan,5.34135e-05,5.34135e-05,5.34135e-05
127,1194.69,nan,nan,nan,0,0,0,0,nan,nan,nan,4.49528e-05,4.49528e-05,4.49528e-05
128,1204.1,nan,nan,nan,0,0,0,0,nan,nan,nan,3.64921e-05,3.64921e-05,3.64921e-05
129,1213.42,nan,nan,nan,0,0,0,0,nan,nan,nan,2.80314e-05,2.80314e-05,2.80314e-05
130,1222.8,nan,nan,nan,0,0,0,0,nan,nan,nan,1.95707e-05,1.95707e-05,1.95707e-05
