epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,469.731,0.93799,2.23807,1.24709,0.17448,0.3774,0.20012,0.09132,nan,nan,nan,0.000883689,0.000883689,0.000883689
33,483.646,0.99037,2.24672,1.23361,0.23872,0.50455,0.25958,0.11068,nan,nan,nan,0.000876357,0.000876357,0.000876357
34,497.485,0.99133,2.21185,1.32621,0.19122,0.49909,0.21777,0.09347,nan,nan,nan,0.000869024,0.000869024,0.000869024
35,511.173,0.99949,2.25869,1.31782,0.19496,0.26143,0.23103,0.11229,nan,nan,nan,0.000861692,0.000861692,0.000861692
36,524.904,1.05555,2.26878,1.32409,0.20305,0.34455,0.25609,0.13616,nan,nan,nan,0.000854359,0.000854359,0.000854359
37,538.555,1.00574,2.14381,1.31956,0.17959,0.30377,0.17265,0.10044,nan,nan,nan,0.000847026,0.000847026,0.000847026
38,552.299,0.96209,2.19974,1.23263,0.1622,0.36091,0.21365,0.1258,nan,nan,nan,0.000839694,0.000839694,0.000839694
39,565.938,0.97323,2.1977,1.22754,0.33441,0.16429,0.20665,0.10618,nan,nan,nan,0.000832361,0.000832361,0.000832361
40,579.612,0.94522,2.06497,1.2158,0.12607,0.54325,0.19085,0.10308,nan,nan,nan,0.000825029,0.000825029,0.000825029
41,593.401,0.92877,2.04591,1.19947,0.19095,0.30818,0.17873,0.09579,nan,nan,nan,0.000817696,0.000817696,0.000817696
42,607.494,0.92615,1.97878,1.20737,0.26025,0.29029,0.20782,0.1115,nan,nan,nan,0.000810363,0.000810363,0.000810363
43,621.155,0.91471,1.99546,1.2151,0.21429,0.33234,0.21542,0.10485,nan,nan,nan,0.000803031,0.000803031,0.000803031
44,635.042,0.91815,1.95976,1.19941,0.23258,0.3174,0.21383,0.12504,nan,nan,nan,0.000795698,0.000795698,0.000795698
45,648.913,0.92583,1.99728,1.23905,0.16163,0.39574,0.25021,0.15311,nan,nan,nan,0.000788366,0.000788366,0.000788366
46,662.873,0.90875,1.75053,1.21294,0.2652,0.3013,0.29857,0.19665,nan,nan,nan,0.000781033,0.000781033,0.000781033
47,676.822,0.9154,2.05172,1.24282,0.22751,0.35486,0.26798,0.1691,nan,nan,nan,0.0007737,0.0007737,0.0007737
48,690.622,0.92401,1.97834,1.2235,0.18334,0.44052,0.27667,0.17923,nan,nan,nan,0.000766368,0.000766368,0.000766368
49,704.402,0.82564,1.95214,1.13265,0.24727,0.39,0.31468,0.20165,nan,nan,nan,0.000759035,0.000759035,0.000759035
50,718.096,0.86148,1.87958,1.19339,0.2479,0.37495,0.27521,0.17397,nan,nan,nan,0.000751703,0.000751703,0.000751703
51,731.986,0.95318,1.8783,1.24833,0.32195,0.29416,0.28089,0.16368,nan,nan,nan,0.00074437,0.00074437,0.00074437
52,745.756,0.86327,1.95257,1.16498,0.3794,0.29416,0.28752,0.18882,nan,nan,nan,0.000737037,0.000737037,0.000737037
53,759.592,0.88593,1.90383,1.17694,0.23699,0.53575,0.29389,0.18495,nan,nan,nan,0.000729705,0.000729705,0.000729705
54,773.489,0.90385,1.80386,1.17252,0.25688,0.41455,0.27507,0.15335,nan,nan,nan,0.000722372,0.000722372,0.000722372
55,787.257,0.85762,1.77774,1.13737,0.369,0.34714,0.3133,0.22151,nan,nan,nan,0.00071504,0.00071504,0.00071504
56,801.08,0.90624,1.82992,1.22641,0.3525,0.41042,0.34006,0.23919,nan,nan,nan,0.000707707,0.000707707,0.000707707
57,814.845,0.898,1.67609,1.1804,0.27269,0.38273,0.28008,0.19756,nan,nan,nan,0.000700374,0.000700374,0.000700374
58,828.675,0.84511,1.50555,1.14864,0.18799,0.46061,0.20697,0.14886,nan,nan,nan,0.000693042,0.000693042,0.000693042
59,842.486,0.8384,1.53646,1.15649,0.17566,0.3513,0.22667,0.15338,nan,nan,nan,0.000685709,0.000685709,0.000685709
60,856.059,0.78554,1.68608,1.11907,0.23962,0.34273,0.26241,0.18698,nan,nan,nan,0.000678377,0.000678377,0.000678377
61,869.892,0.86564,1.60637,1.19114,0.24228,0.43486,0.3348,0.24857,nan,nan,nan,0.000671044,0.000671044,0.000671044
62,883.742,0.81331,1.57101,1.14172,0.39414,0.36273,0.32128,0.23924,nan,nan,nan,0.000663711,0.000663711,0.000663711
63,897.455,0.87225,1.59678,1.17144,0.26752,0.46494,0.35567,0.26477,nan,nan,nan,0.000656379,0.000656379,0.000656379
64,911.257,0.91417,1.64608,1.23246,0.30759,0.39909,0.38203,0.27896,nan,nan,nan,0.000649046,0.000649046,0.000649046
65,924.865,0.85452,1.46425,1.15744,0.32449,0.42766,0.36626,0.27058,nan,nan,nan,0.000641714,0.000641714,0.000641714
66,938.801,0.80748,1.50163,1.16447,0.38576,0.45648,0.33236,0.24936,nan,nan,nan,0.000634381,0.000634381,0.000634381
67,952.544,0.75484,1.36641,1.08411,0.30573,0.49766,0.31552,0.22456,nan,nan,nan,0.000627048,0.000627048,0.000627048
68,966.376,0.80497,1.42921,1.14473,0.46957,0.35904,0.37243,0.26518,nan,nan,nan,0.000619716,0.000619716,0.000619716
69,980.246,0.84907,1.58214,1.19613,0.30184,0.35234,0.36919,0.24013,nan,nan,nan,0.000612383,0.000612383,0.000612383
70,994.035,0.76374,1.37117,1.13315,0.34292,0.45074,0.33108,0.23117,nan,nan,nan,0.000605051,0.000605051,0.000605051
71,1007.94,0.76469,1.26935,1.10375,0.34716,0.41601,0.32708,0.21249,nan,nan,nan,0.000597718,0.000597718,0.000597718
72,1021.53,0.73196,1.37749,1.11176,0.33443,0.44009,0.31243,0.20067,nan,nan,nan,0.000590385,0.000590385,0.000590385
73,1035.2,0.82172,1.36953,1.1888,0.31347,0.43909,0.30889,0.21518,nan,nan,nan,0.000583053,0.000583053,0.000583053
74,1048.92,0.71817,1.31949,1.05583,0.31036,0.43278,0.28791,0.20848,nan,nan,nan,0.00057572,0.00057572,0.00057572
75,1062.58,0.80444,1.45562,1.16436,0.27177,0.44593,0.25791,0.19112,nan,nan,nan,0.000568388,0.000568388,0.000568388
76,1076.4,0.79115,1.23588,1.12578,0.25001,0.41364,0.27115,0.19033,nan,nan,nan,0.000561055,0.000561055,0.000561055
77,1090.1,0.81816,1.31954,1.19458,0.30322,0.39529,0.28868,0.20384,nan,nan,nan,0.000553722,0.000553722,0.000553722
78,1103.86,0.74038,1.26592,1.09816,0.36025,0.36585,0.32718,0.24281,nan,nan,nan,0.00054639,0.00054639,0.00054639
79,1117.43,0.79902,1.44686,1.10933,0.37544,0.3713,0.34093,0.23605,nan,nan,nan,0.000539057,0.000539057,0.000539057
80,1131.11,0.75702,1.21282,1.13011,0.34079,0.46527,0.32624,0.23587,nan,nan,nan,0.000531725,0.000531725,0.000531725
81,1144.79,0.75124,1.23882,1.10957,0.33862,0.3967,0.31643,0.23064,nan,nan,nan,0.000524392,0.000524392,0.000524392
82,1158.56,0.68337,1.14021,1.04048,0.31131,0.49848,0.31838,0.22004,nan,nan,nan,0.000517059,0.000517059,0.000517059
83,1172.19,0.70063,1.21615,1.07179,0.3504,0.48623,0.38776,0.27718,nan,nan,nan,0.000509727,0.000509727,0.000509727
84,1185.84,0.74901,1.2616,1.09996,0.48053,0.41911,0.44597,0.33142,nan,nan,nan,0.000502394,0.000502394,0.000502394
85,1199.5,0.75515,1.27073,1.09229,0.34547,0.49584,0.3804,0.28317,nan,nan,nan,0.000495062,0.000495062,0.000495062
86,1213.03,0.67743,1.28636,1.06167,0.30086,0.50672,0.33464,0.23733,nan,nan,nan,0.000487729,0.000487729,0.000487729
87,1226.66,0.73831,1.33019,1.08674,0.38459,0.40518,0.32757,0.22943,nan,nan,nan,0.000480396,0.000480396,0.000480396
88,1240.33,0.70705,1.16894,1.08906,0.40773,0.42885,0.3267,0.2267,nan,nan,nan,0.000473064,0.000473064,0.000473064
89,1253.99,0.68991,1.08638,1.07738,0.39261,0.41549,0.31257,0.20004,nan,nan,nan,0.000465731,0.000465731,0.000465731
90,1267.63,0.72471,1.22822,1.08843,0.33754,0.41091,0.33888,0.22728,nan,nan,nan,0.000458399,0.000458399,0.000458399
91,1281.17,0.66177,1.17802,1.0576,0.30484,0.52623,0.34874,0.22927,nan,nan,nan,0.000451066,0.000451066,0.000451066
92,1294.84,0.71952,1.14812,1.0879,0.27796,0.46909,0.30129,0.19403,nan,nan,nan,0.000443733,0.000443733,0.000443733
93,1308.68,0.70036,1.20467,1.07106,0.29284,0.41642,0.27659,0.17326,nan,nan,nan,0.000436401,0.000436401,0.000436401
94,1322.37,0.66823,1.08347,1.0698,0.31432,0.49948,0.29384,0.19409,nan,nan,nan,0.000429068,0.000429068,0.000429068
95,1336.22,0.68534,1.0796,1.06929,0.33264,0.45105,0.35779,0.24603,nan,nan,nan,0.000421736,0.000421736,0.000421736
96,1349.84,0.72196,1.13332,1.08839,0.45577,0.38091,0.42197,0.31612,nan,nan,nan,0.000414403,0.000414403,0.000414403
97,1363.57,0.70151,1.05736,1.09514,0.4614,0.42331,0.42571,0.32475,nan,nan,nan,0.00040707,0.00040707,0.00040707
98,1377.23,0.67231,1.19148,1.06276,0.56809,0.47556,0.51294,0.36612,nan,nan,nan,0.000399738,0.000399738,0.000399738
99,1390.91,0.70496,1.08002,1.08841,0.44681,0.51784,0.46308,0.32762,nan,nan,nan,0.000392405,0.000392405,0.000392405
100,1404.5,0.69595,1.17168,1.08679,0.47667,0.53784,0.48238,0.33037,nan,nan,nan,0.000385073,0.000385073,0.000385073
101,1418.3,0.65353,1.08395,1.07538,0.44481,0.41462,0.41236,0.32731,nan,nan,nan,0.00037774,0.00037774,0.00037774
102,1432.14,0.68974,1.03626,1.06225,0.51337,0.386,0.4298,0.33814,nan,nan,nan,0.000370407,0.000370407,0.000370407
103,1445.95,0.61452,1.05596,1.02225,0.53455,0.36273,0.38545,0.29313,nan,nan,nan,0.000363075,0.000363075,0.000363075
104,1459.66,0.64107,1.02167,1.05793,0.50194,0.36273,0.36921,0.27883,nan,nan,nan,0.000355742,0.000355742,0.000355742
105,1473.27,0.63306,0.97652,1.06399,0.35531,0.46871,0.37027,0.29048,nan,nan,nan,0.00034841,0.00034841,0.00034841
106,1487.1,0.6482,1.12346,1.04877,0.39123,0.44645,0.36702,0.2893,nan,nan,nan,0.000341077,0.000341077,0.000341077
107,1500.79,0.65251,1.15217,1.03987,0.43389,0.47284,0.38714,0.30526,nan,nan,nan,0.000333744,0.000333744,0.000333744
108,1514.65,0.66583,1.06698,1.07065,0.44641,0.484,0.41417,0.32507,nan,nan,nan,0.000326412,0.000326412,0.000326412
109,1528.48,0.6808,1.00126,1.06647,0.47917,0.48934,0.41737,0.32249,nan,nan,nan,0.000319079,0.000319079,0.000319079
110,1542.3,0.62442,1.07361,1.04146,0.42927,0.46795,0.41237,0.31599,nan,nan,nan,0.000311747,0.000311747,0.000311747
111,1556.05,0.63504,0.97512,1.03249,0.55594,0.42692,0.47067,0.35809,nan,nan,nan,0.000304414,0.000304414,0.000304414
112,1569.75,0.63802,1.01243,1.05109,0.52083,0.44293,0.46964,0.34926,nan,nan,nan,0.000297081,0.000297081,0.000297081
113,1583.52,0.68724,1.04654,1.06012,0.55213,0.45525,0.46851,0.35125,nan,nan,nan,0.000289749,0.000289749,0.000289749
114,1597.17,0.62972,1.08587,1.05107,0.57309,0.46981,0.51205,0.40144,nan,nan,nan,0.000282416,0.000282416,0.000282416
115,1610.89,0.61559,1.02828,1.06068,0.55887,0.45894,0.48241,0.38711,nan,nan,nan,0.000275084,0.000275084,0.000275084
116,1624.82,0.67653,1.05795,1.1035,0.52669,0.49596,0.4811,0.39988,nan,nan,nan,0.000267751,0.000267751,0.000267751
117,1638.56,0.61544,1.04703,1.05715,0.54645,0.40948,0.43308,0.35245,nan,nan,nan,0.000260418,0.000260418,0.000260418
118,1652.44,0.60009,1.01325,1.02799,0.52035,0.42964,0.41405,0.33718,nan,nan,nan,0.000253086,0.000253086,0.000253086
119,1666.14,0.59514,0.91519,1.0226,0.51882,0.42948,0.41264,0.33731,nan,nan,nan,0.000245753,0.000245753,0.000245753
120,1679.87,0.66472,1.00379,1.06434,0.46967,0.44766,0.3931,0.32888,nan,nan,nan,0.000238421,0.000238421,0.000238421
121,1693.51,0.58127,0.93972,1.00658,0.48252,0.44766,0.40624,0.33717,nan,nan,nan,0.000231088,0.000231088,0.000231088
122,1707.3,0.57922,0.86111,1.04364,0.46933,0.42948,0.4147,0.33907,nan,nan,nan,0.000223755,0.000223755,0.000223755
123,1721,0.59112,0.91623,1.03176,0.52456,0.42646,0.46159,0.37411,nan,nan,nan,0.000216423,0.000216423,0.000216423
124,1734.95,0.62388,0.99091,1.02526,0.48681,0.40948,0.43697,0.35839,nan,nan,nan,0.00020909,0.00020909,0.00020909
125,1748.68,0.58325,0.91179,1.01807,0.52631,0.40948,0.4406,0.35992,nan,nan,nan,0.000201758,0.000201758,0.000201758
126,1762.45,0.61336,0.93354,1.02822,0.60081,0.40862,0.44075,0.35853,nan,nan,nan,0.000194425,0.000194425,0.000194425
127,1776.25,0.56162,0.88519,1.04646,0.5569,0.3713,0.42826,0.3441,nan,nan,nan,0.000187092,0.000187092,0.000187092
128,1789.95,0.64612,0.93717,1.03931,0.54863,0.3713,0.41292,0.3309,nan,nan,nan,0.00017976,0.00017976,0.00017976
129,1803.81,0.58018,0.8443,0.99854,0.5313,0.37771,0.41645,0.33064,nan,nan,nan,0.000172427,0.000172427,0.000172427
130,1817.47,0.55581,0.88059,1.0157,0.50457,0.3913,0.39967,0.32041,nan,nan,nan,0.000165095,0.000165095,0.000165095
131,1831.17,0.574,1.02948,1.02217,0.53078,0.39566,0.37299,0.30465,nan,nan,nan,0.000157762,0.000157762,0.000157762
132,1844.79,0.59843,0.91649,1.0386,0.57739,0.39678,0.40598,0.32655,nan,nan,nan,0.000150429,0.000150429,0.000150429
133,1858.57,0.57076,0.83659,0.9883,0.555,0.44885,0.4323,0.34832,nan,nan,nan,0.000143097,0.000143097,0.000143097
134,1872.27,0.55235,0.88083,1.00331,0.60818,0.44277,0.46392,0.36905,nan,nan,nan,0.000135764,0.000135764,0.000135764
135,1886.09,0.57751,0.84253,1.02505,0.63031,0.49771,0.48055,0.38344,nan,nan,nan,0.000128432,0.000128432,0.000128432
136,1899.72,0.57819,0.88874,1.05293,0.52675,0.50903,0.46727,0.37408,nan,nan,nan,0.000121099,0.000121099,0.000121099
137,1913.51,0.53259,0.83015,0.99242,0.52945,0.51584,0.45182,0.3536,nan,nan,nan,0.000113766,0.000113766,0.000113766
138,1927.3,0.53175,0.78242,0.99111,0.52018,0.51584,0.47001,0.37423,nan,nan,nan,0.000106434,0.000106434,0.000106434
139,1940.99,0.50628,0.75547,0.96142,0.513,0.51584,0.45849,0.36086,nan,nan,nan,9.91012e-05,9.91012e-05,9.91012e-05
140,1954.67,0.5655,0.87867,1.01678,0.50173,0.51584,0.43288,0.33702,nan,nan,nan,9.17686e-05,9.17686e-05,9.17686e-05
141,1976.31,0.41798,0.69856,0.91507,0.46449,0.51399,0.39526,0.31273,nan,nan,nan,8.4436e-05,8.4436e-05,8.4436e-05
142,1989.98,0.41744,0.66516,0.89919,0.44827,0.51584,0.38768,0.30462,nan,nan,nan,7.71034e-05,7.71034e-05,7.71034e-05
143,2003.71,0.42375,0.61781,0.89068,0.53719,0.44254,0.42349,0.33305,nan,nan,nan,6.97708e-05,6.97708e-05,6.97708e-05
144,2017.31,0.4074,0.64403,0.90397,0.54869,0.44708,0.41138,0.32579,nan,nan,nan,6.24382e-05,6.24382e-05,6.24382e-05
145,2031.03,0.42889,0.61826,0.92559,0.54563,0.44563,0.41001,0.32374,nan,nan,nan,5.51056e-05,5.51056e-05,5.51056e-05
146,2045.05,0.42935,0.66517,0.92591,0.57194,0.42903,0.43007,0.339,nan,nan,nan,4.7773e-05,4.7773e-05,4.7773e-05
147,2058.76,0.42995,0.62195,0.90821,0.57352,0.42823,0.43711,0.35021,nan,nan,nan,4.04404e-05,4.04404e-05,4.04404e-05
148,2072.47,0.41316,0.64224,0.90635,0.57757,0.43274,0.43,0.34438,nan,nan,nan,3.31078e-05,3.31078e-05,3.31078e-05
149,2086.19,0.4443,0.6679,0.92017,0.55939,0.43673,0.43643,0.34947,nan,nan,nan,2.57752e-05,2.57752e-05,2.57752e-05
150,2099.95,0.38685,0.61507,0.88228,0.5606,0.43746,0.42818,0.3437,nan,nan,nan,1.84426e-05,1.84426e-05,1.84426e-05
