epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,413.812,1.04159,2.449,1.32753,0.16967,0.45893,0.25091,0.13516,nan,nan,nan,0.000748036,0.000748036,0.000748036
35,425.999,0.95744,2.37667,1.24544,0.20798,0.44615,0.24744,0.14476,nan,nan,nan,0.000737037,0.000737037,0.000737037
36,438.152,0.97635,2.38369,1.25918,0.12495,0.40381,0.17561,0.11535,nan,nan,nan,0.000726038,0.000726038,0.000726038
37,450.309,0.99273,2.32135,1.24913,0.17256,0.43069,0.16393,0.10422,nan,nan,nan,0.00071504,0.00071504,0.00071504
38,462.525,0.97231,2.32167,1.24575,0.25789,0.61765,0.26487,0.1695,nan,nan,nan,0.000704041,0.000704041,0.000704041
39,474.675,0.92235,2.33636,1.17451,0.22183,0.48632,0.26272,0.14464,nan,nan,nan,0.000693042,0.000693042,0.000693042
40,486.77,0.92192,2.48099,1.18459,0.18672,0.47052,0.26574,0.14157,nan,nan,nan,0.000682043,0.000682043,0.000682043
41,499.03,1.02264,2.33396,1.34774,0.23208,0.46698,0.27936,0.16731,nan,nan,nan,0.000671044,0.000671044,0.000671044
42,511.193,0.93862,2.22959,1.25297,0.24602,0.38095,0.27801,0.194,nan,nan,nan,0.000660045,0.000660045,0.000660045
43,523.295,0.87649,2.73855,1.14737,0.29444,0.25101,0.24272,0.18165,nan,nan,nan,0.000649046,0.000649046,0.000649046
44,536.152,0.93475,2.09653,1.24363,0.17512,0.40571,0.23578,0.17029,nan,nan,nan,0.000638047,0.000638047,0.000638047
45,548.28,0.92568,2.19946,1.22525,0.3093,0.28828,0.22681,0.15274,nan,nan,nan,0.000627048,0.000627048,0.000627048
46,560.519,0.97684,2.39711,1.26713,0.30737,0.25155,0.21163,0.1451,nan,nan,nan,0.000616049,0.000616049,0.000616049
47,572.773,0.89719,2.14653,1.16707,0.20255,0.27884,0.22982,0.14822,nan,nan,nan,0.000605051,0.000605051,0.000605051
48,584.97,0.98647,2.04542,1.22971,0.18211,0.28571,0.2378,0.14675,nan,nan,nan,0.000594052,0.000594052,0.000594052
49,597.071,0.93172,2.33232,1.20726,0.21595,0.44571,0.2371,0.14766,nan,nan,nan,0.000583053,0.000583053,0.000583053
50,609.344,0.86186,1.94393,1.19008,0.23695,0.66387,0.25174,0.16054,nan,nan,nan,0.000572054,0.000572054,0.000572054
51,621.539,0.94495,1.95452,1.23879,0.21116,0.64762,0.2505,0.16727,nan,nan,nan,0.000561055,0.000561055,0.000561055
52,633.829,0.86363,2.04146,1.1395,0.20973,0.50382,0.26004,0.18337,nan,nan,nan,0.000550056,0.000550056,0.000550056
53,646.239,0.86926,1.81701,1.18881,0.16349,0.48286,0.27693,0.20344,nan,nan,nan,0.000539057,0.000539057,0.000539057
54,658.514,0.89127,1.94163,1.22326,0.12808,0.56476,0.20846,0.13789,nan,nan,nan,0.000528058,0.000528058,0.000528058
55,670.761,0.86115,1.7967,1.18541,0.17542,0.58476,0.23265,0.14133,nan,nan,nan,0.000517059,0.000517059,0.000517059
56,682.868,0.90114,1.82206,1.22169,0.17981,0.51134,0.2106,0.13792,nan,nan,nan,0.00050606,0.00050606,0.00050606
57,695.06,0.86074,1.82501,1.16481,0.16924,0.57619,0.22767,0.14415,nan,nan,nan,0.000495062,0.000495062,0.000495062
58,707.311,0.84281,1.82933,1.19056,0.17869,0.58203,0.26825,0.17968,nan,nan,nan,0.000484063,0.000484063,0.000484063
59,719.933,0.8268,1.96975,1.15779,0.49967,0.39238,0.34823,0.23672,nan,nan,nan,0.000473064,0.000473064,0.000473064
60,732.466,0.82627,1.70379,1.161,0.52809,0.33171,0.35226,0.26146,nan,nan,nan,0.000462065,0.000462065,0.000462065
61,744.621,0.85451,2.08657,1.18245,0.33398,0.35429,0.34637,0.25911,nan,nan,nan,0.000451066,0.000451066,0.000451066
62,756.87,0.80657,1.7187,1.11488,0.21895,0.51009,0.3201,0.2391,nan,nan,nan,0.000440067,0.000440067,0.000440067
63,769.115,0.78726,1.78503,1.09967,0.17926,0.53143,0.31541,0.24339,nan,nan,nan,0.000429068,0.000429068,0.000429068
64,781.246,0.78802,1.81303,1.11067,0.28445,0.25126,0.3111,0.24311,nan,nan,nan,0.000418069,0.000418069,0.000418069
65,793.239,0.77053,1.88468,1.11703,0.41655,0.26762,0.30568,0.23537,nan,nan,nan,0.00040707,0.00040707,0.00040707
66,805.397,0.82787,1.75887,1.17465,0.44702,0.28762,0.30269,0.22048,nan,nan,nan,0.000396071,0.000396071,0.000396071
67,817.583,0.78578,1.66167,1.12049,0.32011,0.28762,0.31965,0.2136,nan,nan,nan,0.000385073,0.000385073,0.000385073
68,829.814,0.76237,1.54735,1.12374,0.18998,0.52045,0.31541,0.22933,nan,nan,nan,0.000374074,0.000374074,0.000374074
69,842.05,0.83858,1.6666,1.17748,0.22485,0.38286,0.29063,0.21163,nan,nan,nan,0.000363075,0.000363075,0.000363075
70,854.137,0.75564,1.51282,1.11729,0.25252,0.44952,0.31727,0.24424,nan,nan,nan,0.000352076,0.000352076,0.000352076
71,866.319,0.77035,1.54389,1.12745,0.25683,0.44952,0.32607,0.25579,nan,nan,nan,0.000341077,0.000341077,0.000341077
72,878.453,0.79799,1.70455,1.16744,0.20483,0.44952,0.30674,0.24249,nan,nan,nan,0.000330078,0.000330078,0.000330078
73,890.711,0.72287,1.55389,1.09216,0.31712,0.28095,0.28648,0.23505,nan,nan,nan,0.000319079,0.000319079,0.000319079
74,902.959,0.69565,1.49629,1.06835,0.22614,0.38286,0.27515,0.21633,nan,nan,nan,0.00030808,0.00030808,0.00030808
75,915.129,0.70823,1.75064,1.07593,0.22485,0.36286,0.27488,0.21198,nan,nan,nan,0.000297081,0.000297081,0.000297081
76,927.329,0.78733,1.52997,1.15051,0.20034,0.33429,0.27439,0.20837,nan,nan,nan,0.000286083,0.000286083,0.000286083
77,939.561,0.69159,1.48895,1.06403,0.19569,0.36286,0.28834,0.2176,nan,nan,nan,0.000275084,0.000275084,0.000275084
78,951.738,0.65862,1.35063,1.02586,0.21859,0.41143,0.33254,0.23426,nan,nan,nan,0.000264085,0.000264085,0.000264085
79,963.996,0.72035,1.46571,1.08518,0.19656,0.41143,0.34611,0.2647,nan,nan,nan,0.000253086,0.000253086,0.000253086
80,976.342,0.71072,1.38505,1.08114,0.20483,0.41143,0.34878,0.27156,nan,nan,nan,0.000242087,0.000242087,0.000242087
81,988.555,0.67435,1.37365,1.09233,0.24065,0.41143,0.35033,0.28512,nan,nan,nan,0.000231088,0.000231088,0.000231088
82,1000.74,0.6889,1.31048,1.07831,0.25379,0.38291,0.34583,0.2862,nan,nan,nan,0.000220089,0.000220089,0.000220089
83,1012.91,0.64245,1.39381,1.06278,0.25401,0.39143,0.35389,0.28919,nan,nan,nan,0.00020909,0.00020909,0.00020909
84,1025.17,0.65459,1.40059,1.02897,0.27568,0.36286,0.35721,0.29279,nan,nan,nan,0.000198091,0.000198091,0.000198091
85,1037.46,0.68969,1.31296,1.0696,0.26984,0.39143,0.36432,0.30365,nan,nan,nan,0.000187092,0.000187092,0.000187092
86,1049.67,0.6111,1.46765,1.00607,0.26735,0.39143,0.3757,0.31214,nan,nan,nan,0.000176094,0.000176094,0.000176094
87,1062.01,0.73421,1.40356,1.14148,0.28014,0.44476,0.35317,0.29055,nan,nan,nan,0.000165095,0.000165095,0.000165095
88,1074.34,0.65159,1.25415,1.03851,0.281,0.42476,0.34846,0.28807,nan,nan,nan,0.000154096,0.000154096,0.000154096
89,1086.54,0.67862,1.3809,1.08507,0.26719,0.44476,0.33798,0.27384,nan,nan,nan,0.000143097,0.000143097,0.000143097
90,1098.71,0.6904,1.30111,1.09331,0.263,0.41143,0.34779,0.27148,nan,nan,nan,0.000132098,0.000132098,0.000132098
91,1119.24,0.512,1.12957,0.96841,0.22394,0.43667,0.34995,0.28102,nan,nan,nan,0.000121099,0.000121099,0.000121099
92,1131.32,0.55392,1.09386,1.00088,0.20383,0.45189,0.34624,0.27137,nan,nan,nan,0.0001101,0.0001101,0.0001101
93,1143.46,0.49798,1.06129,0.95376,0.19854,0.50902,0.34312,0.26846,nan,nan,nan,9.91012e-05,9.91012e-05,9.91012e-05
94,1155.58,0.48974,1.04079,0.94646,0.19237,0.4781,0.34245,0.25999,nan,nan,nan,8.81023e-05,8.81023e-05,8.81023e-05
95,1167.82,0.51608,1.08197,0.9424,0.20629,0.42689,0.36292,0.27402,nan,nan,nan,7.71034e-05,7.71034e-05,7.71034e-05
96,1180.15,0.53603,1.10024,1.00681,0.19949,0.48147,0.36355,0.27581,nan,nan,nan,6.61045e-05,6.61045e-05,6.61045e-05
97,1192.32,0.49824,1.03427,0.94453,0.21266,0.45716,0.36361,0.27047,nan,nan,nan,5.51056e-05,5.51056e-05,5.51056e-05
98,1204.58,0.49821,1.027,0.96065,0.2157,0.4581,0.35944,0.27665,nan,nan,nan,4.41067e-05,4.41067e-05,4.41067e-05
99,1216.67,0.49582,1.00915,0.97485,0.22458,0.50622,0.36693,0.28322,nan,nan,nan,3.31078e-05,3.31078e-05,3.31078e-05
100,1228.88,0.49724,1.04411,0.95338,0.23086,0.4162,0.36587,0.28796,nan,nan,nan,2.21089e-05,2.21089e-05,2.21089e-05
